薬品名,薬価,原価,在庫量,単位,在庫原価額,在庫薬価額,回転数,処方量,処方原価額,処方薬価額,差益額,差益率,他出庫量,他出庫額,入庫量,入庫金額,棚１,棚２,棚３,レセコン医薬品No,レセプト電算コード,経過措置期限,剤型,発注先,毒薬フラグ,劇薬フラグ,麻薬フラグ,向精神薬フラグ,覚醒剤フラグ,覚醒剤原料フラグ,後発品フラグ,ＹＪコード,一般名称
アダパレンゲル０．１％「ニプロ」 H15.000,21.80,20.00,270.000,ｇ,5400,5886,0.11,30.000,600,654,54,8.26,0.000,0,300.000,6000,なし,,,ｱﾀﾊ10,622606501,,外用,,0,1,0,0,0,0,1,2699711Q1094,アダパレンゲル
テクスメテン　ユニバーサル　クリーム０．１％ H10.000,19.20,17.28,310.000,ｇ,5357,5952,3.65,840.000,14515,16128,1613,10.00,0.000,0,900.000,15688,K,薬庫,,ﾃｸｽ04,620604701,,外用,メディセオ,0,1,0,0,0,0,0,2646700N1142,ジフルコルトロン吉草酸エステルクリーム
フェノバール錠３０ｍｇ H,7.00,6.26,854.000,錠,5346,5978,1.00,548.000,3430,3836,406,10.58,140.000,876,800.000,5008,c-2-,薬庫,バラ,ﾌｴﾉ10,611120063,,内服,アルフレッサ,0,1,0,3,0,0,0,1125004F1023,フェノバルビタール錠
ドネペジル塩酸塩ＯＤ錠５ｍｇ「クニヒロ」 H,25.90,14.00,381.500,錠,5341,9881,6.40,2657.500,37205,68839,31634,45.95,28.000,448,2242.000,35032,I-4-5,薬庫,バラ,ﾄﾈ191,622595701,,内服,共和コーポレーション,0,1,0,0,0,0,1,1190012F4335,ドネペジル塩酸塩口腔内崩壊錠
ツロブテロールテープ２ｍｇ「久光」 H1.000,29.00,24.13,221.000,枚,5333,6409,10.63,2439.000,58853,70731,11878,16.79,104.000,2638,2450.000,61899,a-6-,薬庫,,ﾂﾛﾌ64,621720501,,外用,アルフレッサ,0,0,0,0,0,0,1,2259707S3210,ツロブテロール貼付剤
ダイアップ坐剤１０　１０ｍｇ H,70.30,66.64,80.000,個,5331,5624,0.24,20.000,1333,1407,74,5.26,0.000,0,,,k-2-,薬庫,,ﾀｲｱ09,661120012,,外用,ケーエスケー,0,0,0,3,0,0,0,1124701J3025,ジアゼパム坐剤
ヒルドイドソフト軟膏０．３％ B,18.50,16.30,325.000,ｇ,5298,6013,2.58,1550.000,25265,28675,3410,11.89,0.000,0,1000.000,16302,L- -,薬庫,,ﾋﾙﾄ121,620009048,,外用,アルフレッサ,0,0,0,0,0,0,0,3339950M1137,ヘパリン類似物質軟膏
ワーファリン錠１ｍｇ B,9.80,8.60,615.000,錠,5289,6027,4.91,3278.000,28191,32126,3935,12.25,0.000,0,3000.000,25048,bara,薬庫,,ﾜﾌｱ011,613330003,,内服,アルフレッサ,0,0,0,0,0,0,0,3332001F1024,ワルファリンカリウム錠
レベミル注　フレックスペン　３００単位 B,1541.00,1759.00,3.000,キット,5277,4623,0.67,2.000,3518,3082,-436,-14.15,0.000,0,5.000,8795,REI-2-,薬庫,,ﾚﾍﾐ04,620008952,,注射,アルフレッサ,0,1,0,0,0,0,0,2492417G1030,インスリン　デテミル（遺伝子組換え）キット
テラ・コートリル軟膏 H,28.50,25.05,210.000,ｇ,5261,5985,14.65,2710.000,67886,77247,9361,12.12,0.000,0,2500.000,66113,K,薬庫,,ﾃﾗｺ02,662640163,,外用,スズケン,0,0,0,0,0,0,0,2647705M1023,オキシテトラサイクリン塩酸塩・ヒドロコルチゾン軟膏
エクセグラン錠１００ｍｇ H,16.80,14.17,370.500,錠,5250,6224,6.96,2837.500,40207,47671,7464,15.66,148.000,3256,2911.000,46758,I-8-5,薬庫,,ｴｸｾ02,611130087,,内服,アルフレッサ,0,1,0,0,0,0,0,1139005F1023,ゾニサミド錠
パキシルＣＲ錠１２．５ｍｇ H,41.30,40.34,130.000,錠,5244,5369,2.13,336.000,13554,13878,324,2.33,0.000,0,280.000,11296,I-3-4,薬庫,,ﾊｷｼ04,622135901,,内服,アルフレッサ,0,1,0,0,0,0,0,1179041G1020,パロキセチン塩酸塩水和物徐放性腸溶錠
コタロー甘麦大棗湯エキス細粒 B,9.80,8.91,587.600,ｇ,5236,5758,,,,,,,,,500.000,4453,S-1,薬庫,,,615101699,,内服,スズケン,0,0,0,0,0,0,0,5200019C1028,甘麦大棗湯エキス細粒
アジルサルタン錠４０ｍｇ「ニプロ」 H,48.00,33.97,154.000,錠,5231,7392,1.24,112.000,3805,5376,1571,29.22,60.000,2038,300.000,10191,e-1-,薬庫,,ｱｼﾙ26,622943401,,内服,ケーエスケー,0,0,0,0,0,0,1,2149048F2088,アジルサルタン錠
オキサロール軟膏２５μｇ／ｇ　０．００２５％ H10.000,58.30,57.93,90.000,ｇ,5214,5247,0.94,80.000,4634,4664,30,0.64,40.000,2320,130.000,7533,K,薬庫,,ｵｷｻ20,620003846,,外用,メディセオ,0,1,0,0,0,0,0,2691702M1036,マキサカルシトール軟膏
セファランチン錠１ｍｇ H,6.50,6.14,848.000,錠,5207,5512,4.30,2271.000,13944,14763,819,5.55,90.000,553,2500.000,15350,J-8-3,薬庫,,ｾﾌｱ12,612900052,,内服,ケーエスケー,0,0,0,0,0,0,0,2900001F1029,セファランチン錠
【ツ０１８】ツムラ桂枝加朮附湯エキス顆粒（医療用） H2.500,14.90,8.82,590.000,ｇ,5204,8791,,,,,,,,,380.000,3352,デッド,薬庫,,,615101418,,内服,ケーエスケー,0,0,0,0,0,0,0,5200034D1044,桂枝加朮附湯エキス顆粒
カンデサルタン錠１２ｍｇ「あすか」 H,35.10,32.10,162.000,錠,5200,5686,1.85,299.000,9598,10495,897,8.55,0.000,0,200.000,6420,e-2-,薬庫,,ｶﾝﾃ08,622358101,,内服,ケーエスケー,0,0,0,0,0,0,1,2149040F4033,カンデサルタン　シレキセチル錠
コタロー小建中湯エキス細粒 H3.000,4.40,3.75,1386.000,ｇ,5198,6098,1.81,2340.000,8775,10296,1521,14.77,0.000,0,2520.000,9450,薬庫２,薬庫,,ｺﾀﾛ42,615101222,,内服,スズケン,0,0,0,0,0,0,0,5200072C1028,小建中湯エキス細粒
フルタイド１００ディスカス　１００μｇ６０ブリスター H,1117.20,1038.00,5.000,個,5190,5586,5.56,25.000,25950,27926,1976,7.08,2.000,2156,24.000,24912,a-7-,薬庫,,ﾌﾙﾀ04,660451013,,外用,アルフレッサ,0,0,0,0,0,0,0,2290700G5021,フルチカゾンプロピオン酸エステル吸入剤
スピオルトレスピマット６０吸入 H,5719.40,5187.00,1.000,キット,5187,5719,50.00,50.000,259350,285968,26618,9.31,0.000,0,49.000,254163,b-5-,薬庫,,ｽﾋｵ02,622450201,,外用,メディセオ,0,0,0,0,0,0,0,2259807G2022,チオトロピウム臭化物水和物・オロダテロール塩酸塩吸入剤
ウリトスＯＤ錠０．１ｍｇ H,46.70,51.80,100.000,錠,5180,4670,,,,,,,,,100.000,5180,デッド,薬庫,,,622042401,,内服,,0,0,0,0,0,0,0,2590013F2023,イミダフェナシン口腔内崩壊錠
コタロー葛根湯加辛夷川きゅうエキス細粒 H3.000,6.60,5.81,891.000,ｇ,5177,5881,2.14,1602.000,9308,10574,1266,11.97,126.000,743,2016.000,11844,薬庫２,薬庫,,ｺﾀﾛ14,615101195,,内服,スズケン,0,0,0,0,0,0,0,5200015C1038,葛根湯加川きゅう辛夷エキス細粒
アミティーザカプセル１２μｇ H,49.90,42.42,122.000,カプセル,5175,6088,2.81,443.000,18792,22106,3314,14.99,28.000,1252,400.000,17655,j-6-,薬庫,,ｱﾐﾃ02,622653501,,内服,ケーエスケー,0,0,0,0,0,0,0,2359006M2021,ルビプロストンカプセル
エビリファイ錠６ｍｇ H,73.50,64.05,80.500,錠,5156,5917,1.09,200.500,12842,14739,1897,12.87,0.000,0,,,c-4-,薬庫,,ｴﾋﾘ03,620003480,,内服,ケーエスケー,0,1,0,0,0,0,0,1179045F2020,アリピプラゾール錠
【ツ０３６】ツムラ木防已湯エキス顆粒（医療用） H2.500,13.20,13.30,387.500,ｇ,5154,5115,,,,,,,,,,,デッド,薬庫,,ﾂﾑ130,615101508,,内服,ケーエスケー,0,0,0,0,0,0,0,5200137D1020,木防已湯エキス顆粒
イルソグラジンマレイン酸塩錠２ｍｇ「日医工」 H,9.90,5.95,865.000,錠,5147,8564,4.77,5691.000,33861,56342,22481,39.90,84.000,500,5000.000,29750,H-4-1,薬庫,,ｲﾙｿ021,621575901,,内服,日医工オオサカ,0,0,0,0,0,0,1,2329020F1124,イルソグラジンマレイン酸塩錠
マンジャロ皮下注２．５ｍｇアテオス　０．５ｍＬ B,1924.00,1712.50,3.000,キット,5138,5772,15.29,107.000,183238,205868,22630,10.99,12.000,20551,111.000,190088,REI-2-,薬庫,,ﾏﾝｼ01,622931301,,注射,,0,1,0,0,0,0,0,2499422G1024,チルゼパチドキット
マンジャロ皮下注７．５ｍｇアテオス　０．５ｍＬ B,5772.00,5137.50,1.000,キット,5138,5772,59.00,59.000,303113,340548,37435,10.99,0.000,0,60.000,308250,REI-2-,薬庫,,ﾏﾝｼ03,622931501,,注射,,0,1,0,0,0,0,0,2499422G3027,チルゼパチドキット
レバミピド錠１００ｍｇ「オーツカ」 B,10.10,5.25,977.000,錠,5129,9868,7.79,8605.000,45176,86910,41734,48.02,0.000,0,8500.000,44642,bara,薬庫,,ﾚﾊﾐ391,622533701,,内服,ケーエスケー,0,0,0,0,0,0,0,2329021F1331,レバミピド錠
アトラントクリーム１％ H10.000,26.30,25.62,200.000,ｇ,5124,5260,,,,,,,,,200.000,5124,zaiko-nasi,薬庫,,,620000353,,外用,アルフレッサ,0,0,0,0,0,0,0,2655711N1034,ネチコナゾール塩酸塩クリーム
デパケン細粒４０％ B,20.20,17.17,298.400,ｇ,5124,6028,1.09,313.500,5383,6333,950,15.00,170.000,2960,600.000,10326,S-1,薬庫,,ﾃﾊｹ11,620003578,,内服,ケーエスケー,0,0,0,0,0,0,0,1139004C2061,バルプロ酸ナトリウム細粒
コムタン錠１００ｍｇ H,90.60,88.10,58.000,錠,5110,5255,0.98,112.000,9867,10148,281,2.77,0.000,0,,,e-2-,薬庫,,ｺﾑﾀ01,620004853,,内服,アルフレッサ,0,0,0,0,0,0,0,1169014F1021,エンタカポン錠
フシジンレオ軟膏２％　２０ｍｇ H50.000,17.90,16.20,315.000,ｇ,5103,5639,,,,,,,,,,,zaiko-nasi,薬庫,,,620007752,,外用,ケーエスケー,0,0,0,0,0,0,0,2634708M1037,フシジン酸ナトリウム軟膏
メマンチン塩酸塩ＯＤ錠５ｍｇ「ＴＣＫ」 H,24.20,17.50,291.000,錠,5093,7042,4.53,1062.000,18585,25699,7114,27.68,56.000,980,1344.000,23522,I-2-5,薬庫,,ﾒﾏ133,622793001,,内服,辰巳,0,1,0,0,0,0,1,1190018F4073,メマンチン塩酸塩口腔内崩壊錠
エピレオプチマル散５０％ B,27.90,26.10,195.000,ｇ,5090,5441,0.49,126.000,3289,3515,226,6.43,0.000,0,,,S-1,薬庫,,ｴﾋﾚ09,620004946,,内服,アルフレッサ,0,0,0,0,0,0,0,1139001B1031,エトスクシミド散
チウラジール錠５０ｍｇ H,9.80,8.73,582.500,錠,5085,5709,0.08,51.000,445,500,55,11.00,0.000,0,,,e-3-,薬庫,,ﾁｳﾗ02,620009232,,内服,メディセオ,0,0,0,0,0,0,0,2432002F1054,プロピルチオウラシル錠
ステーブラＯＤ錠０．１ｍｇ H,51.40,42.97,118.000,錠,5070,6065,3.57,410.000,17618,21074,3456,16.40,84.000,3965,500.000,23177,j-5-,薬庫,,ｽﾃﾌ02,622051601,,内服,ケーエスケー,0,0,0,0,0,0,0,2590013F2031,イミダフェナシン口腔内崩壊錠
アトルバスタチン錠１０ｍｇ「ＺＥ」 H,15.80,13.50,375.000,錠,5063,5925,0.00,0.000,0,0,0,0.00,0.000,0,,,zaiko-nasi,薬庫,,ｱﾄﾙ19,622152101,,内服,辰巳,0,0,0,0,0,0,1,2189015F2100,アトルバスタチンカルシウム水和物錠
リンデロン－ＶＧローション H10.000,27.70,24.10,210.000,ｍＬ,5061,5817,8.52,1790.000,43139,49583,6444,13.00,0.000,0,1700.000,39345,K,薬庫,,ﾘﾝﾃ08,662640417,,外用,スズケン,0,0,0,0,0,0,0,2647709Q1040,ベタメタゾン吉草酸エステル・ゲンタマイシン硫酸塩液
アダラートＣＲ錠２０ｍｇ H,14.90,14.35,352.000,錠,5051,5245,2.54,1043.000,14967,15539,572,3.68,0.000,0,900.000,12915,B-8-1,薬庫,バラ,ｱﾀﾗ14,610421321,,内服,メディセオ,0,1,0,0,0,0,0,2171014G4029,ニフェジピン徐放錠
【ク０１６】クラシエ半夏厚朴湯エキス細粒 H3.000,16.50,15.00,336.000,ｇ,5040,5544,,,,,,,,,336.000,5040,なし,,,,620005344,,内服,,0,0,0,0,0,0,0,5200122C1079,半夏厚朴湯エキス細粒
無水エタノール「マルイシ」 B,2.37,2.01,2500.000,ｍＬ,5025,5925,,,,,,,,,,,N- -,薬庫,,ｴﾀ109,660421042,,外用,スズケン,0,0,0,0,0,0,0,2615704X1234,無水エタノール
テプレノンカプセル５０ｍｇ「日医工Ｐ」 H,6.30,5.45,920.000,カプセル,5014,5796,9.75,14443.000,78714,90995,12281,13.50,3.000,15,12300.000,61185,H-6-3,薬庫,バラ,ﾃﾌﾚ21,620447704,,内服,日医工オオサカ,0,0,0,0,0,0,1,2329012M1390,テプレノンカプセル
シプロキサン錠２００ｍｇ H,32.90,32.34,155.000,錠,5013,5100,0.78,88.000,2846,2896,50,1.73,20.000,647,200.000,6468,G-8-1,薬庫,,ｼﾌﾛ03,616290156,,内服,メディセオ,0,0,0,0,0,0,0,6241008F2020,シプロフロキサシン塩酸塩錠
テプレノンカプセル５０ｍｇ「日医工Ｐ」 B,6.30,4.95,1010.000,カプセル,5000,6363,1.37,1934.000,9573,12180,2607,21.40,0.000,0,1203.000,5955,bara,薬庫,,ﾃﾌﾚ211,620447704,,内服,日医工オオサカ,0,0,0,0,0,0,1,2329012M1390,テプレノンカプセル
アレサガテープ８ｍｇ H1.000,76.90,76.90,65.000,枚,4999,4999,,,,,,,,,65.000,4999,なし,,,,622607201,,外用,,0,0,0,0,0,0,0,4490700S2025,エメダスチンフマル酸塩貼付剤
レイボー錠１００ｍｇ H,570.90,498.40,10.000,錠,4984,5709,1.00,10.000,4984,5709,725,12.70,0.000,0,20.000,9968,zaiko-nasi,薬庫,,ﾚｲﾎ02,622885101,,内服,,0,1,0,0,0,0,0,1190030F2020,ラスミジタンコハク酸塩錠
テルミサルタン錠４０ｍｇ「日医工」 H,10.10,5.21,955.000,錠,4976,9646,17.21,26227.000,136643,264896,128253,48.42,220.000,1152,25200.000,132452,C-5-3,薬庫,,ﾃﾙﾐ43,622568901,,内服,日医工オオサカ,0,0,0,0,0,0,1,2149042F2218,テルミサルタン錠
グリメピリド錠０．５ｍｇ「サンド」 H,9.80,8.61,577.500,錠,4972,5660,6.82,4800.000,41328,47039,5711,12.14,0.000,0,4500.000,38907,A-4-4,薬庫,バラ,ｸﾘﾒ74,622127301,,内服,スズケン,0,1,0,0,0,0,1,3961008F3066,グリメピリド錠
グルコンサンＫ細粒４ｍＥｑ／ｇ　カリウム B,6.90,6.15,808.500,ｇ,4972,5579,2.19,2127.000,13081,14676,1595,10.87,0.000,0,1800.000,11492,S-1,薬庫,,ｸﾙｺ371,620006893,,内服,メディセオ,0,0,0,0,0,0,0,3229007C1032,グルコン酸カリウム細粒
リスペリドン内用液分包１ｍｇ「アメル」　０．１％１ｍＬ H,31.80,29.16,170.000,包,4957,5406,1.94,330.000,9623,10494,871,8.30,0.000,0,500.000,14580,N- -,薬庫,,ﾘｽﾍ49,620005630,,内服,共和コーポレーション,0,1,0,0,0,0,1,1179038S3024,リスペリドン液
パントシン散２０％ H1.000,12.00,11.01,450.000,ｇ,4955,5400,1.23,303.000,3336,3636,300,8.25,0.000,0,711.000,7826,h-1-,薬庫,,ﾊﾝﾄ02,610454063,,内服,アルフレッサ,0,0,0,0,0,0,0,3133001B1193,パンテチン散
レベミル注　イノレット　３００単位 B,1563.00,1650.50,3.000,キット,4952,4689,,,,,,,,,,,REI-3-,薬庫,,ﾚﾍﾐ05,621927001,2025/03/31,注射,アルフレッサ,,,,,,,,,
ルリコンクリーム１％ H10.000,30.30,29.07,170.000,ｇ,4942,5151,1.22,220.000,6395,6666,271,4.07,0.000,0,200.000,5814,K,薬庫,,ﾙﾘｺ01,620002499,,外用,スズケン,0,0,0,0,0,0,0,2655712N1020,ルリコナゾールクリーム
アルドメット錠２５０　２５０ｍｇ H,16.80,15.27,323.000,錠,4932,5426,1.48,683.000,10429,11475,1046,9.12,94.000,1436,500.000,7636,D-3-6,薬庫,,ｱﾙﾄ06,612140620,,内服,ケーエスケー,0,0,0,0,0,0,0,2145001F2040,メチルドパ水和物錠
ネグミンシュガー軟膏 H100.000,8.10,7.30,675.000,ｇ,4928,5468,2.45,3000.000,21900,24300,2400,9.88,800.000,6000,2700.000,19710,k-7-,薬庫,,ﾈｸﾐ03,660433054,,外用,スズケン,0,0,0,0,0,0,1,2699801V1068,精製白糖・ポビドンヨード軟膏
酸化マグネシウム錠２５０ｍｇ「ケンエー」 H,5.70,2.99,1648.000,錠,4928,9394,1.29,2352.000,7032,13405,6373,47.54,0.000,0,2000.000,5974,H-6-6,薬庫,,ｻﾝｶ66,622361001,,内服,ケーエスケー,0,0,0,0,0,0,1,2344009F1086,酸化マグネシウム錠
フルイトラン錠２ｍｇ H,9.80,8.03,613.000,錠,4922,6007,3.97,2854.000,22918,27972,5054,18.07,0.000,0,2903.000,23733,C-8-5,薬庫,,ﾌﾙｲ02,612130207,,内服,スズケン,0,0,0,0,0,0,0,2132003F1257,トリクロルメチアジド錠
エンシュア・Ｈ（マッチャ）,0.91,0.82,6000.000,ｍＬ,4920,5460,9.58,51500.000,42230,46867,4637,9.89,500.000,410,48000.000,39352,O- -,薬庫,,ｴﾝｼ057,610407025,,内服,メディセオ,0,0,0,0,0,0,0,3259114S1026,経腸成分栄養剤液
エンシュア･H（コクトウ）,0.91,0.82,6000.000,ｍＬ,4920,5460,2.63,22000.000,18040,20022,1982,9.90,500.000,410,18000.000,14757,O- -,薬庫,,ｴﾝｼ054,610407025,,内服,メディセオ,0,0,0,0,0,0,0,3259114S1026,経腸成分栄養剤液
ゾビラックス眼軟膏３％ H5.000,551.50,492.00,10.000,ｇ,4920,5515,0.40,5.000,2460,2758,298,10.80,0.000,0,,,K,薬庫,,ｿﾋﾗ13,620005271,,外用,スズケン,0,0,0,0,0,0,0,1319719M1046,アシクロビル軟膏
ウリアデック錠６０ｍｇ H,42.80,38.95,126.000,錠,4908,5393,,,,,,,,,,,デッド,薬庫,,ｳﾘｱ03,622266001,,内服,スズケン,0,0,0,0,0,0,0,3949004F3020,トピロキソスタット錠
クロベタゾールプロピオン酸エステル軟膏０．０５％「イワキ」 B,11.70,10.42,470.000,ｇ,4897,5499,0.50,310.000,3230,3627,397,10.95,0.000,0,,,L- -,薬庫,,ｸﾛﾍ251,621655001,,外用,ケーエスケー,0,1,0,0,0,0,1,2646713M1217,クロベタゾールプロピオン酸エステル軟膏
フォリアミン錠　５ｍｇ B,9.80,8.72,561.500,錠,4896,5503,6.69,3194.000,27852,31297,3445,11.01,0.000,0,3300.000,28051,bara,薬庫,,ﾌｵﾘ011,613130585,,内服,メディセオ,0,0,0,0,0,0,0,3135001F1025,葉酸錠
キュバール１００エアゾール　１５ｍｇ８．７ｇ H,1944.90,1631.00,3.000,瓶,4893,5835,5.50,11.000,17941,21395,3454,16.14,0.000,0,11.000,19721,b-4-,薬庫,,ｷﾕﾊ01,660462002,,外用,ケーエスケー,0,0,0,0,0,0,0,2259703Y1025,ベクロメタゾンプロピオン酸エステル吸入剤
テラムロ配合錠ＡＰ「トーワ」 B,23.80,17.85,274.000,錠,4891,6521,6.34,1823.000,32541,43385,10844,24.99,0.000,0,1892.000,35603,bara,薬庫,,ﾃﾗﾑ051,622543301,,内服,東和,0,1,0,0,0,0,1,2149117F1076,テルミサルタン・アムロジピンベシル酸塩配合剤錠
コタロー苓桂朮甘湯エキス細粒 H2.000,8.40,7.32,668.000,ｇ,4890,5611,6.12,2704.000,19793,22712,2919,12.85,0.000,0,2772.000,20280,薬庫２,薬庫,,ｺﾀﾛ86,615101263,,内服,スズケン,0,0,0,0,0,0,0,5200145C1037,苓桂朮甘湯エキス細粒
エスクレ坐剤「５００」　５００ｍｇ H,58.50,52.00,94.000,個,4888,5499,0.70,100.000,5200,5850,650,11.11,0.000,0,,,REI-3-,薬庫,,ｴｽｸ03,661120002,,外用,メディセオ,0,0,0,0,0,0,0,1123700J2027,抱水クロラール坐剤
グリセリン浣腸液５０％「ムネ」６０ｍＬ H,113.10,99.60,49.000,個,4880,5542,9.49,555.000,55278,62773,7495,11.94,14.000,1416,560.000,58532,薬庫６,薬庫,,ｸﾘ287,620484801,,外用,スズケン,0,0,0,0,0,0,0,2357701K6220,グリセリン浣腸
ジプレキサザイディス錠５ｍｇ H,103.10,95.59,51.000,錠,4875,5258,,,,,,,,,,,デッド,薬庫,,,620002518,,内服,メディセオ,0,1,0,0,0,0,0,1179044F4028,オランザピン口腔内崩壊錠
カルバマゼピン錠１００ｍｇ「アメル」 B,5.70,5.10,953.000,錠,4860,5432,1.57,1489.500,7596,8491,895,10.54,0.000,0,1500.000,7450,D-7-4,薬庫,,ｶﾙﾊ04,610453040,,内服,共和コーポレーション,0,0,0,0,0,0,1,1139002F2042,カルバマゼピン錠
クラリチンレディタブ錠１０ｍｇ H,37.50,30.00,162.000,錠,4860,6075,2.82,474.000,14220,17776,3556,20.00,18.000,675,480.000,16274,G-8-2,薬庫,,ｸﾗﾘ09,620001925,,内服,スズケン,0,0,0,0,0,0,0,4490027F2029,ロラタジン口腔内速溶錠
モーラスパップＸＲ２４０ｍｇ　２０ｃｍ×１４ｃｍ H7.000,44.70,40.69,119.000,枚,4842,5319,0.47,63.000,2563,2816,253,8.98,49.000,2089,70.000,2848,薬庫７,薬庫,,ﾓﾗｽ11,622529501,,外用,メディセオ,0,0,0,0,0,0,0,2649729S6024,ケトプロフェン貼付剤
スペリア錠２００　２００ｍｇ H,10.10,8.48,570.000,錠,4834,5757,2.36,1422.000,12059,14359,2300,16.02,42.000,356,1200.000,10176,J-9-5,薬庫,バラ,ｽﾍﾘ01,610451030,,内服,ケーエスケー,0,0,0,0,0,0,0,2233004F1033,フドステイン錠
カルナクリン錠５０　５０単位 H,13.50,12.34,391.000,錠,4825,5279,0.71,378.000,4665,5103,438,8.58,0.000,0,100.000,1234,D-7-1,薬庫,,ｶﾙﾅ11,610454024,,内服,スズケン,0,0,0,0,0,0,0,2491001F6060,カリジノゲナーゼ腸溶錠
アゼラスチン塩酸塩錠１ｍｇ「ＮＩＧ」 H,5.90,5.11,943.000,錠,4819,5564,2.84,2733.000,13966,16120,2154,13.36,0.000,0,2300.000,12008,G-7-1,薬庫,,ｱｾﾗ34,620946931,,内服,メディセオ,0,0,0,0,0,0,1,4490004F2354,アゼラスチン塩酸塩錠
【ツ００２】ツムラ葛根湯加川きゅう辛夷エキス顆粒（医療用） H2.500,10.10,9.26,520.000,ｇ,4815,5252,0.29,175.000,1621,1768,147,8.31,0.000,0,,,薬庫１,薬庫,,ﾂﾑﾗ13,615101407,,内服,ケーエスケー,0,0,0,0,0,0,0,5200015D1084,葛根湯加川きゅう辛夷エキス顆粒
ノボラピッド注　ペンフィル　３００単位 B,1007.00,962.50,5.000,筒,4813,5035,8.75,70.000,67375,70490,3115,4.42,4.000,3850,60.000,57750,REI-2-,薬庫,,ﾉﾎﾗ09,620008894,,注射,アルフレッサ,0,1,0,0,0,0,0,2492415A2035,インスリン　アスパルト（遺伝子組換え）注射液
重質酸化マグネシウム「ケンエー」 H0.670,1.56,5.39,886.410,ｇ,4778,1383,0.07,60.300,325,93,-232,-249.46,0.000,0,,,g-6-,薬庫,バラ,ｻﾝｶ334,610409005,,内服,アルフレッサ,0,0,0,0,0,0,0,2344002X1055,酸化マグネシウム
カルベジロール錠１０ｍｇ「トーワ」 H,10.10,7.70,617.000,錠,4751,6232,23.94,10404.000,80111,105081,24970,23.76,0.000,0,10000.000,77000,C-5-2,薬庫,,ｶﾙﾍ17,621470201,,内服,東和,0,0,0,0,0,0,1,2149032F1129,カルベジロール錠
アルロイドＧ内用液５％ B,1.17,1.08,4370.000,ｍＬ,4720,5113,2.05,9000.000,9720,10531,811,7.70,0.000,0,9000.000,9714,N- -,薬庫,,ｱﾙﾛ08,620456601,,内服,ケーエスケー,0,0,0,0,0,0,0,2329116S1094,アルギン酸ナトリウム液
